ags,year,registrations_per_10k
07134,2020,61.3
07134,2021,65.1
07134,2022,61.1
07134,2023,72
07134,2024,74
07134,2025,76.2
09472,2008,87.7
09472,2009,85.4
09472,2010,91.9
09472,2011,85.8
09472,2012,66
09472,2013,65
09472,2014,69.9
09472,2015,66.9
09472,2016,61.7
09472,2017,64.6
09472,2018,60.7
09472,2019,61.8
09472,2020,62.3
09472,2021,70.3
09472,2022,67.2
09472,2023,64.8
09472,2024,66.4
09472,2025,73.8
06412,2008,187.3
06412,2009,189.6
06412,2010,198.5
06412,2011,206.9
06412,2012,177.3
06412,2013,140.7
06412,2014,113.9
06412,2015,112.8
06412,2016,107.4
06412,2017,104.6
06412,2018,102.5
06412,2019,106.3
06412,2020,96.5
06412,2021,101.6
06412,2022,95.5
06412,2023,98.3
06412,2024,99.8
06412,2025,97.8
09764,2008,93.4
09764,2009,101.4
09764,2010,113.2
09764,2011,99.6
09764,2012,90.3
09764,2013,87.8
09764,2014,69.3
09764,2015,76.9
09764,2016,73.4
09764,2017,75.6
09764,2018,70.3
09764,2019,69.6
09764,2020,78.2
09764,2021,95.6
09764,2022,80.5
09764,2023,91.9
09764,2024,93.2
09764,2025,104.3
07334,2008,88.7
07334,2009,86.9
07334,2010,102.2
07334,2011,90.5
07334,2012,86.5
07334,2013,83.6
07334,2014,77.3
07334,2015,86.2
07334,2016,87.4
07334,2017,78.2
07334,2018,83.2
07334,2019,82.1
07334,2020,79.6
07334,2021,89.3
07334,2022,83.2
07334,2023,89.8
07334,2024,85.2
07334,2025,80.9
03458,2008,95.8
03458,2009,104
03458,2010,102.7
03458,2011,100.2
03458,2012,90.6
03458,2013,85.8
03458,2014,88.1
03458,2015,79.9
03458,2016,72.7
03458,2017,78.3
03458,2018,73.4
03458,2019,75.8
03458,2020,74.9
03458,2021,80
03458,2022,77.6
03458,2023,87.2
03458,2024,83.7
03458,2025,89.9
09172,2008,101.7
09172,2009,109.7
09172,2010,103.5
09172,2011,99.9
09172,2012,92.8
09172,2013,95.2
09172,2014,85.1
09172,2015,91.2
09172,2016,83.9
09172,2017,88.9
09172,2018,86.2
09172,2019,84.1
09172,2020,78
09172,2021,80.6
09172,2022,79.1
09172,2023,88.1
09172,2024,81.6
09172,2025,90.2
05566,2008,73.6
05566,2009,82.6
05566,2010,83.2
05566,2011,70.1
05566,2012,65.7
05566,2013,61.5
05566,2014,63.3
05566,2015,60.5
05566,2016,61.7
05566,2017,64.8
05566,2018,58.3
05566,2019,59.9
05566,2020,58.3
05566,2021,62.7
05566,2022,68.3
05566,2023,70.5
05566,2024,69.7
05566,2025,71.8
06635,2008,73.2
06635,2009,74
06635,2010,71.8
06635,2011,64.5
06635,2012,62.2
06635,2013,60.2
06635,2014,57.2
06635,2015,48.8
06635,2016,56.5
06635,2017,58.8
06635,2018,53.9
06635,2019,58.7
06635,2020,57.4
06635,2021,65.4
06635,2022,68.1
06635,2023,64.5
06635,2024,71.4
06635,2025,70.6
08127,2008,81.9
08127,2009,80.1
08127,2010,77.4
08127,2011,69.2
08127,2012,66.9
08127,2013,68.9
08127,2014,65.1
08127,2015,62.5
08127,2016,62.9
08127,2017,59.7
08127,2018,63.5
08127,2019,62.8
08127,2020,69.5
08127,2021,77.2
08127,2022,72.5
08127,2023,79.2
08127,2024,73.2
08127,2025,82.1
05515,2008,79.3
05515,2009,84.8
05515,2010,82.5
05515,2011,80.3
05515,2012,70.3
05515,2013,69.1
05515,2014,65.3
05515,2015,61.7
05515,2016,59.3
05515,2017,57.2
05515,2018,51.3
05515,2019,53.6
05515,2020,50
05515,2021,53.8
05515,2022,56.9
05515,2023,68.8
05515,2024,70.9
05515,2025,74.9
09475,2008,72.9
09475,2009,77.8
09475,2010,74.6
09475,2011,65.9
09475,2012,59.5
09475,2013,58.3
09475,2014,60.8
09475,2015,57.3
09475,2016,50.8
09475,2017,54.2
09475,2018,59.9
09475,2019,56.5
09475,2020,62.7
09475,2021,66.5
09475,2022,64.3
09475,2023,61.5
09475,2024,63
09475,2025,69.5
09775,2008,94.8
09775,2009,103.2
09775,2010,105
09775,2011,109.6
09775,2012,95.9
09775,2013,103.6
09775,2014,91.7
09775,2015,83.7
09775,2016,81.9
09775,2017,81.4
09775,2018,76.2
09775,2019,81.4
09775,2020,82.5
09775,2021,89.7
09775,2022,81.9
09775,2023,85.2
09775,2024,82.9
09775,2025,85.5
06438,2008,131.7
06438,2009,138.9
06438,2010,144.5
06438,2011,142.5
06438,2012,139
06438,2013,146.5
06438,2014,129.4
06438,2015,122.3
06438,2016,117.8
06438,2017,110.4
06438,2018,111
06438,2019,111.3
06438,2020,104.3
06438,2021,108.5
06438,2022,107.3
06438,2023,109.6
06438,2024,108
06438,2025,119.1
09177,2008,118.7
09177,2009,137.5
09177,2010,128.4
09177,2011,117.1
09177,2012,105.1
09177,2013,95
09177,2014,96.8
09177,2015,90
09177,2016,92.6
09177,2017,88.8
09177,2018,86.9
09177,2019,86.9
09177,2020,95.1
09177,2021,99.5
09177,2022,94.7
09177,2023,99.7
09177,2024,87.9
09177,2025,99.4
05766,2008,82.3
05766,2009,91
05766,2010,88.8
05766,2011,81.7
05766,2012,75.5
05766,2013,76.1
05766,2014,68.4
05766,2015,71.8
05766,2016,71.3
05766,2017,75.7
05766,2018,69.6
05766,2019,72.6
05766,2020,68.6
05766,2021,77
05766,2022,75.2
05766,2023,78.6
05766,2024,83.5
05766,2025,89.5
05512,2008,87.6
05512,2009,86.7
05512,2010,76.5
05512,2011,76.5
05512,2012,69.3
05512,2013,64.9
05512,2014,67.4
05512,2015,58.6
05512,2016,58.9
05512,2017,66.3
05512,2018,63
05512,2019,61.6
05512,2020,53.6
05512,2021,55
05512,2022,55.3
05512,2023,54.8
05512,2024,55.1
05512,2025,68.4
05315,2008,117.2
05315,2009,125.7
05315,2010,114.8
05315,2011,124.6
05315,2012,107.9
05315,2013,108.4
05315,2014,102.4
05315,2015,101
05315,2016,99.7
05315,2017,92.1
05315,2018,88.9
05315,2019,90.2
05315,2020,82.5
05315,2021,76.9
05315,2022,48.8
05315,2023,127.5
05315,2024,107.6
05315,2025,110.9
09161,2008,83.2
09161,2009,93
09161,2010,91
09161,2011,88.8
09161,2012,88.5
09161,2013,89.8
09161,2014,87.1
09161,2015,71.1
09161,2016,66
09161,2017,72.9
09161,2018,76.3
09161,2019,83
09161,2020,83.5
09161,2021,89.8
09161,2022,83.8
09161,2023,80.8
09161,2024,79.9
09161,2025,88
03355,2008,92.8
03355,2009,98.8
03355,2010,103.5
03355,2011,96.5
03355,2012,91.6
03355,2013,89.9
03355,2014,93.1
03355,2015,87.3
03355,2016,82.7
03355,2017,80.5
03355,2018,78.9
03355,2019,77.4
03355,2020,76.7
03355,2021,89.8
03355,2022,88.4
03355,2023,84.1
03355,2024,84.4
03355,2025,90.1
09562,2008,76.9
09562,2009,77.7
09562,2010,83.4
09562,2011,76.3
09562,2012,71.6
09562,2013,72.1
09562,2014,68.3
09562,2015,74.5
09562,2016,71.1
09562,2017,68.4
09562,2018,76.5
09562,2019,75.4
09562,2020,71.6
09562,2021,68.9
09562,2022,74.9
09562,2023,68.6
09562,2024,65
09562,2025,63.5
06532,2008,81.5
06532,2009,82.6
06532,2010,81.4
06532,2011,81.2
06532,2012,70.1
06532,2013,78.3
06532,2014,72.8
06532,2015,71.7
06532,2016,70.5
06532,2017,68
06532,2018,62.8
06532,2019,71.1
06532,2020,71.5
06532,2021,82.3
06532,2022,75.4
06532,2023,84.3
06532,2024,79.7
06532,2025,80.2
08437,2008,82.2
08437,2009,89.2
08437,2010,93.3
08437,2011,79.7
08437,2012,77.6
08437,2013,73.6
08437,2014,69.9
08437,2015,67.8
08437,2016,71.4
08437,2017,61.9
08437,2018,66.9
08437,2019,68.2
08437,2020,68.5
08437,2021,80.6
08437,2022,76.6
08437,2023,71.8
08437,2024,78.1
08437,2025,90.6
09565,2008,103.6
09565,2009,100.9
09565,2010,106.9
09565,2011,119.3
09565,2012,108.8
09565,2013,109
09565,2014,96.1
09565,2015,90.1
09565,2016,94.2
09565,2017,82
09565,2018,91.7
09565,2019,84.4
09565,2020,92.6
09565,2021,98.3
09565,2022,86.4
09565,2023,88.7
09565,2024,83.1
09565,2025,95.4
08417,2008,85.7
08417,2009,89
08417,2010,86.1
08417,2011,79.6
08417,2012,68.9
08417,2013,73.1
08417,2014,72
08417,2015,69.6
08417,2016,68.5
08417,2017,67.3
08417,2018,65.2
08417,2019,67.1
08417,2020,71.3
08417,2021,81.7
08417,2022,75.8
08417,2023,79.2
08417,2024,78.7
08417,2025,84.3
03455,2008,72.4
03455,2009,82.4
03455,2010,86.6
03455,2011,80.3
03455,2012,74.4
03455,2013,67.6
03455,2014,65.8
03455,2015,69.6
03455,2016,65.5
03455,2017,66.2
03455,2018,62.8
03455,2019,68.3
03455,2020,71.1
03455,2021,74.3
03455,2022,72.3
03455,2023,83
03455,2024,77.7
03455,2025,88.1
09762,2008,93.3
09762,2009,105.2
09762,2010,99.7
09762,2011,110.1
09762,2012,85.5
09762,2013,93.6
09762,2014,90.2
09762,2015,89.9
09762,2016,91.3
09762,2017,79.9
09762,2018,80.3
09762,2019,93.6
09762,2020,82.6
09762,2021,88.7
09762,2022,85.8
09762,2023,87.2
09762,2024,79.6
09762,2025,94.3
09675,2008,90.3
09675,2009,97.3
09675,2010,103.6
09675,2011,90.6
09675,2012,79.9
09675,2013,77.8
09675,2014,66.8
09675,2015,74.6
09675,2016,65.2
09675,2017,74.4
09675,2018,68.5
09675,2019,70
09675,2020,75.3
09675,2021,87.3
09675,2022,75
09675,2023,76.8
09675,2024,76.1
09675,2025,75.2
09185,2008,87.2
09185,2009,92.9
09185,2010,105.3
09185,2011,92.6
09185,2012,81.9
09185,2013,81.7
09185,2014,87.8
09185,2015,75
09185,2016,71.5
09185,2017,73.3
09185,2018,71.7
09185,2019,67.5
09185,2020,77.2
09185,2021,94.7
09185,2022,98.3
09185,2023,95.5
09185,2024,80.6
09185,2025,64.8
06440,2008,109.9
06440,2009,118.6
06440,2010,121.1
06440,2011,119
06440,2012,113.3
06440,2013,118
06440,2014,107.3
06440,2015,102.9
06440,2016,96.5
06440,2017,98.4
06440,2018,92.5
06440,2019,92.8
06440,2020,87.3
06440,2021,95
06440,2022,96.8
06440,2023,92.7
06440,2024,89.2
06440,2025,97.8
03358,2008,83.5
03358,2009,90.1
03358,2010,92.8
03358,2011,91.1
03358,2012,89
03358,2013,78.8
03358,2014,78.5
03358,2015,70.7
03358,2016,70.2
03358,2017,69.4
03358,2018,69.6
03358,2019,71.5
03358,2020,76.6
03358,2021,80.9
03358,2022,77.3
03358,2023,77.7
03358,2024,85
03358,2025,93
01001,2008,113.3
01001,2009,104.6
01001,2010,101.1
01001,2011,108.8
01001,2012,85.4
01001,2013,83.6
01001,2014,95.3
01001,2015,91.9
01001,2016,72.6
01001,2017,82.5
01001,2018,82.7
01001,2019,94
01001,2020,70.6
01001,2021,74.8
01001,2022,63.8
01001,2023,73.1
01001,2024,70.5
01001,2025,79.6
09187,2008,123.3
09187,2009,137.3
09187,2010,133.5
09187,2011,134.6
09187,2012,128
09187,2013,124.7
09187,2014,119.7
09187,2015,107.8
09187,2016,107.5
09187,2017,107.1
09187,2018,104.4
09187,2019,102.7
09187,2020,102.9
09187,2021,106.7
09187,2022,95.4
09187,2023,102.1
09187,2024,107.6
09187,2025,109.4
03102,2008,56.5
03102,2009,58.7
03102,2010,59.2
03102,2011,56.8
03102,2012,51.9
03102,2013,64.9
03102,2014,77.4
03102,2015,82.4
03102,2016,63
03102,2017,65.3
03102,2018,63.3
03102,2019,63.7
03102,2020,63.8
03102,2021,63.9
03102,2022,60
03102,2023,66.6
03102,2024,72.2
03102,2025,77.1
07338,2008,97.5
07338,2009,100.3
07338,2010,105.5
07338,2011,112.2
07338,2012,93.7
07338,2013,93.2
07338,2014,98.1
07338,2015,93.7
07338,2016,86.1
07338,2017,77.8
07338,2018,86.2
07338,2019,79.1
07338,2020,74.7
07338,2021,83.1
07338,2022,74.7
07338,2023,78.7
07338,2024,84.5
07338,2025,77.5
05958,2008,84
05958,2009,92.3
05958,2010,90
05958,2011,71.1
05958,2012,69.9
05958,2013,61.7
05958,2014,67.5
05958,2015,65.7
05958,2016,68.7
05958,2017,57.6
05958,2018,58.1
05958,2019,62.5
05958,2020,61.7
05958,2021,68.5
05958,2022,61.9
05958,2023,57.6
05958,2024,79.4
05958,2025,73.1
08221,2008,99.3
08221,2009,98.3
08221,2010,97.8
08221,2011,89.4
08221,2012,87
08221,2013,90.1
08221,2014,83
08221,2015,84.8
08221,2016,74.6
08221,2017,74.4
08221,2018,74
08221,2019,77.5
08221,2020,67.9
08221,2021,66.5
08221,2022,65.2
08221,2023,71.3
08221,2024,64.7
08221,2025,76.1
07135,2008,83.2
07135,2009,89.6
07135,2010,90.1
07135,2011,76.2
07135,2012,75.3
07135,2013,73.3
07135,2014,70.7
07135,2015,76.2
07135,2016,73.6
07135,2017,75.4
07135,2018,73.8
07135,2019,74.7
07135,2020,68.6
07135,2021,79.1
07135,2022,75.7
07135,2023,85.2
07135,2024,77.3
07135,2025,80
09272,2008,86.5
09272,2009,91.7
09272,2010,89.3
09272,2011,77.5
09272,2012,69.8
09272,2013,73.1
09272,2014,69.2
09272,2015,62.3
09272,2016,66.3
09272,2017,62.5
09272,2018,70.6
09272,2019,68.3
09272,2020,69.2
09272,2021,71.7
09272,2022,65.8
09272,2023,77.6
09272,2024,71.6
09272,2025,82.6
06435,2008,119.5
06435,2009,117.8
06435,2010,127.2
06435,2011,127.4
06435,2012,114.2
06435,2013,117.2
06435,2014,106.9
06435,2015,103.4
06435,2016,99
06435,2017,96.9
06435,2018,91.7
06435,2019,93.1
06435,2020,84.3
06435,2021,91.9
06435,2022,96.1
06435,2023,104.8
06435,2024,98.4
06435,2025,103.4
08125,2008,85.7
08125,2009,91.4
08125,2010,94.7
08125,2011,93
08125,2012,85.2
08125,2013,85.6
08125,2014,80.7
08125,2015,77.2
08125,2016,72.9
08125,2017,69.6
08125,2018,73.2
08125,2019,72.5
08125,2020,78
08125,2021,84.4
08125,2022,85.3
08125,2023,86.6
08125,2024,89.7
08125,2025,94.7
08235,2008,83.2
08235,2009,91.6
08235,2010,89.4
08235,2011,86
08235,2012,88.9
08235,2013,90.4
08235,2014,80
08235,2015,73
08235,2016,74.6
08235,2017,72.9
08235,2018,72.4
08235,2019,73.2
08235,2020,75.8
08235,2021,82.5
08235,2022,82.6
08235,2023,82.3
08235,2024,77.7
08235,2025,93.3
09361,2008,78.8
09361,2009,81.5
09361,2010,76.1
09361,2011,74.7
09361,2012,69.1
09361,2013,69.3
09361,2014,66.9
09361,2015,70
09361,2016,58.9
09361,2017,72.6
09361,2018,64.8
09361,2019,69.6
09361,2020,65
09361,2021,69.5
09361,2022,79
09361,2023,75.2
09361,2024,63.7
09361,2025,75.4
05314,2008,97.7
05314,2009,94.8
05314,2010,98.1
05314,2011,102
05314,2012,92.7
05314,2013,92.9
05314,2014,86
05314,2015,84.5
05314,2016,81.5
05314,2017,76.9
05314,2018,67.3
05314,2019,70.8
05314,2020,61.5
05314,2021,72.1
05314,2022,68.4
05314,2023,117.3
05314,2024,95.4
05314,2025,91.9
05334002,2008,84.5
05334002,2010,82.5
05334002,2011,88
05334002,2012,81.5
05334002,2013,77
05334002,2014,83.5
05334002,2015,75.5
05334002,2016,73.6
05334002,2017,76.7
05334002,2018,68.7
05334002,2019,68.7
05334002,2020,68.3
05334002,2021,65
05334002,2022,65.9
05334002,2023,68.3
05334002,2024,68.2
05334002,2025,72
05120,2008,76.2
05120,2009,84.6
05120,2010,81.8
05120,2011,79.3
05120,2012,69.2
05120,2013,69.1
05120,2014,69.3
05120,2015,72.9
05120,2016,70.7
05120,2017,66.6
05120,2018,71.1
05120,2019,77.5
05120,2020,66.1
05120,2021,76
05120,2022,75.1
05120,2023,77.3
05120,2024,80.5
05120,2025,89.9
09662,2008,97.5
09662,2009,124.9
09662,2010,103.8
09662,2011,83.2
09662,2012,83.7
09662,2013,94.9
09662,2014,89.3
09662,2015,91.3
09662,2016,80.6
09662,2017,82.5
09662,2018,78.9
09662,2019,80.4
09662,2020,71.4
09662,2021,83.6
09662,2022,92.8
09662,2023,82.2
09662,2024,88.7
09662,2025,82.7
03356,2008,84.6
03356,2009,85
03356,2010,90
03356,2011,86.8
03356,2012,66.8
03356,2013,73.1
03356,2014,66.9
03356,2015,61.7
03356,2016,59.1
03356,2017,61
03356,2018,65.2
03356,2019,68.6
03356,2020,71
03356,2021,72.4
03356,2022,79.3
03356,2023,76.7
03356,2024,82.5
03356,2025,84.4
09477,2008,79.3
09477,2009,96.6
09477,2010,83.7
09477,2011,70.3
09477,2012,60.4
09477,2013,65.4
09477,2014,63.9
09477,2015,61.7
09477,2016,58.3
09477,2017,61.5
09477,2018,59.6
09477,2019,59.3
09477,2020,61.4
09477,2021,72.7
09477,2022,69.8
09477,2023,73
09477,2024,76.6
09477,2025,75.6
05570,2008,72.5
05570,2009,81.6
05570,2010,78.5
05570,2011,65
05570,2012,60.2
05570,2013,60.2
05570,2014,61.5
05570,2015,62.2
05570,2016,58.8
05570,2017,55.6
05570,2018,53.2
05570,2019,54.5
05570,2020,57.9
05570,2021,55.9
05570,2022,59.4
05570,2023,66.5
05570,2024,69.6
05570,2025,73.1
03103,2008,56.2
03103,2009,64.6
03103,2010,65.1
03103,2011,51.1
03103,2012,46.5
03103,2013,47.2
03103,2014,46.1
03103,2015,46.9
03103,2016,46.3
03103,2017,46.6
03103,2018,52.5
03103,2019,58.7
03103,2020,53.1
03103,2021,64.9
03103,2022,60.3
03103,2023,64.4
03103,2024,67.2
03103,2025,79.8
05154,2008,98.4
05154,2009,115.6
05154,2010,110.4
05154,2011,96
05154,2012,85.2
05154,2013,90.5
05154,2014,93.2
05154,2015,90.8
05154,2016,86.5
05154,2017,86.7
05154,2018,77
05154,2019,76
05154,2020,75.1
05154,2021,76.7
05154,2022,73
05154,2023,75.7
05154,2024,72.1
05154,2025,77.6
08222,2008,127
08222,2009,138.9
08222,2010,143.7
08222,2011,146.7
08222,2012,97.6
08222,2013,102.3
08222,2014,91.8
08222,2015,87.4
08222,2016,85.2
08222,2017,78.9
08222,2018,73.2
08222,2019,84.6
08222,2020,85.1
08222,2021,85.3
08222,2022,86.6
08222,2023,72.6
08222,2024,75.6
08222,2025,89.8
01002,2008,103.4
01002,2009,103.6
01002,2010,106.4
01002,2011,100
01002,2012,93.5
01002,2013,92.9
01002,2014,87
01002,2015,86.5
01002,2016,79.4
01002,2017,75.8
01002,2018,71.9
01002,2019,72.8
01002,2020,76.3
01002,2021,78.6
01002,2022,74.8
01002,2023,84.3
01002,2024,76.4
01002,2025,82.9
07232,2008,73
07232,2009,84.6
07232,2010,86.8
07232,2011,70.1
07232,2012,70.1
07232,2013,71.6
07232,2014,60
07232,2015,71.2
07232,2016,66.2
07232,2017,62
07232,2018,64.2
07232,2019,60.1
07232,2020,55.8
07232,2021,70.9
07232,2022,65.4
07232,2023,66.7
07232,2024,60.2
07232,2025,61
08211,2008,122.9
08211,2009,131.1
08211,2010,143.6
08211,2011,147.7
08211,2012,140.4
08211,2013,122
08211,2014,122
08211,2015,116.3
08211,2016,110.3
08211,2017,106.2
08211,2018,111.6
08211,2019,98.1
08211,2020,93.8
08211,2021,129.9
08211,2022,100.8
08211,2023,121.6
08211,2024,113.6
08211,2025,124.2
06436,2008,127.7
06436,2009,132.3
06436,2010,137.4
06436,2011,133.4
06436,2012,124.6
06436,2013,134.3
06436,2014,123.3
06436,2015,122.2
06436,2016,113.4
06436,2017,114.4
06436,2018,106.3
06436,2019,110.6
06436,2020,106.2
06436,2021,113.8
06436,2022,107.3
06436,2023,107.9
06436,2024,113.8
06436,2025,113.4
07315,2008,103.9
07315,2009,112.2
07315,2010,99.3
07315,2011,108.1
07315,2012,103
07315,2013,112.5
07315,2014,109.7
07315,2015,110.1
07315,2016,82.9
07315,2017,75.4
07315,2018,79.9
07315,2019,84.6
07315,2020,82
07315,2021,93
07315,2022,84.5
07315,2023,71.6
07315,2024,81.3
07315,2025,86.3
03152,2008,79.5
03152,2009,77.4
03152,2010,78.6
03152,2011,75
03152,2012,64.9
03152,2013,66.7
03152,2014,64.6
03152,2015,55.8
09478,2008,75.1
09478,2009,79.5
09478,2010,68.6
09478,2011,72.2
09478,2012,62.2
09478,2013,51.6
09478,2014,58.3
09478,2015,56
09478,2016,60.5
09478,2017,63
09478,2018,58.2
09478,2019,53.6
09478,2020,64.4
09478,2021,71.9
09478,2022,53
09478,2023,76
09478,2024,72.2
09478,2025,79.6
08317,2008,79.1
08317,2009,82.9
08317,2010,83.1
08317,2011,79.8
08317,2012,72.3
08317,2013,70.8
08317,2014,69.5
08317,2015,67
08317,2016,67.6
08317,2017,64.8
08317,2018,67
08317,2019,65.7
08317,2020,73.7
08317,2021,83.7
08317,2022,80.3
08317,2023,82.6
08317,2024,81.7
08317,2025,88.4
08435,2008,91.3
08435,2009,87.1
08435,2010,94.2
08435,2011,96.4
08435,2012,85.2
08435,2013,82.9
08435,2014,86
08435,2015,76.6
08435,2016,79.6
08435,2017,80.1
08435,2018,77
08435,2019,79.3
08435,2020,84.7
08435,2021,89.5
08435,2022,83.4
08435,2023,85.2
08435,2024,83.8
08435,2025,94.3
03401,2008,76.4
03401,2009,87.2
03401,2010,79.3
03401,2011,87.6
03401,2012,72.5
03401,2013,70.3
03401,2014,66.4
03401,2015,63.4
03401,2016,65.1
03401,2017,60.4
03401,2018,63.6
03401,2019,74.4
03401,2020,68.1
03401,2021,78.6
03401,2022,68.4
03401,2023,73.9
03401,2024,86.7
03401,2025,101.5
06533,2008,102.1
06533,2009,113.8
06533,2010,111
06533,2011,103.8
06533,2012,101.7
06533,2013,105.8
06533,2014,97
06533,2015,99.4
06533,2016,88.8
06533,2017,89.7
06533,2018,91.7
06533,2019,86.5
06533,2020,87
06533,2021,96.2
06533,2022,96.1
06533,2023,88.3
06533,2024,90.2
06533,2025,100.6
09171,2008,100.2
09171,2009,98.3
09171,2010,87.5
09171,2011,88.5
09171,2012,84.5
09171,2013,81.1
09171,2014,78.8
09171,2015,73.4
09171,2016,74
09171,2017,70
09171,2018,73.2
09171,2019,72.4
09171,2020,73.2
09171,2021,74.5
09171,2022,78.8
09171,2023,84.9
09171,2024,80.5
09171,2025,92
03456,2008,82.4
03456,2009,83.5
03456,2010,87.1
03456,2011,78.4
03456,2012,71.7
03456,2013,67.9
03456,2014,69.4
03456,2015,62.1
03456,2016,60.8
03456,2017,67.8
03456,2018,59.2
03456,2019,67.1
03456,2020,73.9
03456,2021,83.5
03456,2022,71.8
03456,2023,77.4
03456,2024,75.5
03456,2025,81.3
05362,2008,98.8
05362,2009,101.5
05362,2010,98.8
05362,2011,101.2
05362,2012,96.6
05362,2013,98
05362,2014,96.7
05362,2015,98.8
05362,2016,100.2
05362,2017,92.9
05362,2018,91
05362,2019,87.7
05362,2020,80.7
05362,2021,89.5
05362,2022,87
05362,2023,86.9
05362,2024,84.7
05362,2025,93.3
03402,2008,59.6
03402,2009,50.6
03402,2010,52
03402,2011,59.9
03402,2012,63.7
03402,2013,63.7
03402,2014,61.9
03402,2015,44.9
03402,2016,49.6
03402,2017,53.4
03402,2018,45.4
03402,2019,47.9
03402,2020,54.3
03402,2021,56.7
03402,2022,46.1
03402,2023,53.6
03402,2024,58
03402,2025,70.3
03353,2008,99.8
03353,2009,110.8
03353,2010,113.3
03353,2011,115
03353,2012,110.1
03353,2013,115.4
03353,2014,105.9
03353,2015,110.2
03353,2016,103.7
03353,2017,97.3
03353,2018,93.7
03353,2019,95.6
03353,2020,90.5
03353,2021,98.1
03353,2022,89.2
03353,2023,95.7
03353,2024,95.4
03353,2025,100.8
09262,2008,143.4
09262,2009,136.6
09262,2010,141.9
09262,2011,128.3
09262,2012,124.5
09262,2013,121.6
09262,2014,117.1
09262,2015,105.7
09262,2016,108.8
09262,2017,109.5
09262,2018,105.5
09262,2019,110.6
09262,2020,106.3
09262,2021,129.1
09262,2022,114.7
09262,2023,105.6
09262,2024,108.2
09262,2025,121.6
09574,2008,92.2
09574,2009,100.3
09574,2010,98
09574,2011,95.8
09574,2012,86.4
09574,2013,93.7
09574,2014,87.8
09574,2015,86.5
09574,2016,75.3
09574,2017,79.6
09574,2018,76
09574,2019,80.2
09574,2020,75.2
09574,2021,83
09574,2022,72.5
09574,2023,89.5
09574,2024,82.1
09574,2025,89.8
06535,2008,70.4
06535,2009,75.7
06535,2010,74.1
06535,2011,69.9
06535,2012,65.1
06535,2013,63.2
06535,2014,59.7
06535,2015,57.1
06535,2016,62.2
06535,2017,56.9
06535,2018,61.4
06535,2019,63
06535,2020,57.7
06535,2021,68.2
06535,2022,72.5
06535,2023,69
06535,2024,78.5
06535,2025,74.7
03453,2008,92.6
03453,2009,116.6
03453,2010,132
03453,2011,114.7
03453,2012,98.7
03453,2013,83.8
03453,2014,78.6
03453,2015,72.5
03453,2016,70.6
03453,2017,78.5
03453,2018,74.4
03453,2019,77.9
03453,2020,84.9
03453,2021,90.6
03453,2022,84.5
03453,2023,83.9
03453,2024,85.9
03453,2025,93.8
05354,2008,89.9
05316,2008,78.7
05316,2009,83.8
05316,2010,87.4
05316,2011,89.8
05316,2012,81.7
05316,2013,79.1
05316,2014,79.1
05316,2015,80.3
05316,2016,79.8
05316,2017,95.5
05316,2018,112.5
05316,2019,123.5
05316,2020,127.6
05316,2021,124.9
05316,2022,131.1
05316,2023,160.4
05316,2024,150.3
05316,2025,139.8
09774,2008,84.8
09774,2009,98.3
09774,2010,100.2
09774,2011,95.6
09774,2012,83.2
09774,2013,99.6
09774,2014,84.6
09774,2015,77
09774,2016,87.3
09774,2017,82.3
09774,2018,84.1
09774,2019,83.6
09774,2020,79.1
09774,2021,78.7
09774,2022,90.2
09774,2023,78.7
09774,2024,81.5
09774,2025,93.5
09275,2008,103.4
09275,2009,114.1
09275,2010,103.3
09275,2011,93.3
09275,2012,81.9
09275,2013,82.7
09275,2014,76.5
09275,2015,76.2
09275,2016,73.3
09275,2017,86.3
09275,2018,74.6
09275,2019,74
09275,2020,84.7
09275,2021,84.2
09275,2022,69.3
09275,2023,85.2
09275,2024,88.7
09275,2025,92.4
09271,2008,112.4
09271,2009,109.1
09271,2010,100
09271,2011,102.8
09271,2012,90.8
09271,2013,80.7
09271,2014,85.4
09271,2015,78.6
09271,2016,74.4
09271,2017,84.3
09271,2018,76.4
09271,2019,82.2
09271,2020,83.1
09271,2021,77.8
09271,2022,62.8
09271,2023,93.1
09271,2024,85.4
09271,2025,97
08315,2008,91.1
08315,2009,94.4
08315,2010,90
08315,2011,87.5
08315,2012,83
08315,2013,83.1
08315,2014,80.6
08315,2015,85.6
08315,2016,81.4
08315,2017,74.2
08315,2018,72.1
08315,2019,76.9
08315,2020,73.1
08315,2021,83.1
08315,2022,76.7
08315,2023,81.9
08315,2024,83.6
08315,2025,81
08421,2008,90
08421,2009,92.6
08421,2010,85.9
08421,2011,86.2
08421,2012,79.1
08421,2013,75
08421,2014,66.8
08421,2015,71.3
08421,2016,76.3
08421,2017,72.8
08421,2018,71.2
08421,2019,73
08421,2020,71.8
08421,2021,77.2
08421,2022,74
08421,2023,83.6
08421,2024,72.7
08421,2025,83.8
05758,2008,88.8
05758,2009,99.4
05758,2010,98.3
05758,2011,90.7
05758,2012,87.9
05758,2013,85.8
05758,2014,78.6
05758,2015,76.7
05758,2016,84
05758,2017,82.7
05758,2018,81.9
05758,2019,88.7
05758,2020,79.5
05758,2021,91
05758,2022,83
05758,2023,88.2
05758,2024,90.8
05758,2025,94.1
05970,2008,68.3
05970,2009,71.5
05970,2010,73.8
05970,2011,70.4
05970,2012,64.8
